rand_point,FID_,Name,timestamp,Field_1,BUFF_DIST,SHAPE_Leng,SHAPE_Area,DN,layer,path
150,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
151,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
152,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
153,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
154,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
155,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
156,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
157,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
158,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
159,3,UT_5,2021/09/02,"<table width=""100%""></table>",10.00000000000,62.79453191440,313.43206689700,7,Trees,"C:/Users/joanw/OneDrive - University of Twente/Desktop/DataMasteryData/campusvector.shp|subset= ""DN"" = 7"
